,Unnamed: 0,song_id,song_length,genre_ids,artist_name,composer,lyricist,language
1355,1514,aFtt/q23SruMc5hNlLy2+Y7TB64/UvcaskkO+3tTLUQ=,292478,['1609'],['Borgeous & Tony Junior'],['Borgeous & Tony Junior'],['Borgeous & Tony Junior'],-1.0
1358,1517,qPgcHDE0yIKCjRSCuDciMb6NaswVIPtTAS5TkTOgZnY=,265021,['691'],['Sara Evans'],['Frederic Austin'],['Frederic Austin'],52.0
1360,1519,JdQevtYQQ8ZbNMSEE7IzN4Nh8BpMNpyl4bFMkcd9fy4=,323761,['139'],['Alicia Keys'],['Alicia Keys'],['Alicia Keys'],52.0
1367,1527,iTElexCJmSHQ2kFd3yfXXYXV1GlTEWs/sZDMwffNwck=,213742,['2022'],['John Mayer'],"['Terius Nash', 'Ryan Tedder', 'Beyoncé Knowles']","['Terius Nash', 'Ryan Tedder', 'Beyoncé Knowles']",52.0
1368,1528,ApJE1TcSwRz5k3T8DGa2mJ0Boi0RGEEOWcmJY9qXf9I=,186775,['921'],['AKDONG MUSICIAN (AKMU)'],"['CHAN HYUK (AKMU)', ' Rocoberry']","['CHAN HYUK (AKMU)', ' Ji Hoon']",31.0
1369,1529,GbAAqSFz7T9b8M6XHIooy8e++rLc52y3+3bOiV0Am2Q=,183118,['359'],['Kings Of Leon'],"['Caleb Followill', ' Nathan Followill', ' Jared Followill', ' Matthew Followill']","['Caleb Followill', ' Nathan Followill', ' Jared Followill', ' Matthew Followill']",52.0
1370,1530,uwvmAvzvdMQDFV8lftKtSyfjZ2ns0MzJkJujwFOZ5xQ=,232603,['465'],['Fifth Harmony'],"['Jonas Jeberg', 'Meghan Trainor', 'Sean Douglas']","['Jonas Jeberg', 'Meghan Trainor', 'Sean Douglas']",52.0
1371,1531,+HjKOtvcsOlMl8UsXKddCq6JKbOjfL68bNi0fYde8Ho=,255555,['465'],['Various Artists'],['Kim Ji Su'],"['Kim Ji Hyang', ' Kim Ji Su']",31.0
1373,1533,OarJPvRUyaQE0kTBP+IGAzZFn2Xfyp27cfU5E8MmFYM=,241266,['444'],['My Love From the Star'],['LEE BUM HEE'],['LEE SUNG MAN'],31.0
1374,1534,l1fUCbdlAR7/vr9q+lH3u3l3H8AnG1CNNf/oHBiyCDk=,169586,['359'],['Jimmy Eat World'],['Jimmy Eat World'],['Jimmy Eat World'],52.0
1375,1535,XNlkVU9XtZGbCgtpX3yUQ12cxyqEaCSi8YV5iIlFiMM=,178390,['465'],['Various Artists'],"['Justin Timberlake', ' Max Martin', ' Oscar Holter', ' Shellback', ' Savan Kotecha']","['Justin Timberlake', ' Max Martin', ' Oscar Holter', ' Shellback', ' Savan Kotecha']",52.0
1376,1536,KcVH0E5C+rnbgf9rER+prob6D2dqLaK47FqIE7BLW1Q=,223712,['465'],['Little Mix'],"['Hanni Ibrahim', ' Patrick Patrikios', ' A.S. Govere', ' Phil Plested']","['Hanni Ibrahim', ' Patrick Patrikios', ' A.S. Govere', ' Phil Plested']",52.0
1377,1537,sFDPNlgCzpjx00+UPOaTGDUgJLiZWN6hVFgd/NKN7O8=,169613,['1609'],['The Chainsmokers'],"['Andrew Taggart', ' Melanie Fontana', ' Jon Asher']","['Andrew Taggart', ' Melanie Fontana', ' Jon Asher']",52.0
1379,1539,8zd+xsGA6AZ6R+q/KVJFd67c8v8EPCiaZGTpfxnlQi4=,218357,['1259'],['San E'],"['San E', ' Cosmic Girl', ' Cosmic Sound', ' K JUN']",['San E'],31.0
1380,1540,AcIOr8ZAPbtpIj6KqiOpvH6HpNcb0ytO+7gy5WUGk3w=,185852,['465'],['Justice Crew'],"['Khaled Rohaim', ' Robert Larow', ' Jeremy Skaller', ' Jay Sean', ' Marlin Bonds']","['Khaled Rohaim', ' Robert Larow', ' Jeremy Skaller', ' Jay Sean', ' Marlin Bonds']",52.0
1381,1541,Ht+OUyg0x9v4Vx2kerF0yHp6dXSozM4GXNVpoDrIEJs=,227578,['829'],['Real Smell'],['Real Smell'],['Real Smell'],31.0
1382,1542,Ir1yf0xWUdukfz5iCirBF2t55t9GRG6+XUAwH22RXgE=,179446,['465'],['The Janoskians'],"['Divy Pota', ' Fady ""Faydee"" Fatrouni']","['Divy Pota', ' Fady ""Faydee"" Fatrouni', ' Beau Brooks']",52.0
1383,1543,AOCcHMTDCrG7BO39yTZi5uH1+PxxDucCoqhaMeyPxKY=,235937,['458'],['Easy Shen'],['Easy Shen'],['Easy Shen'],3.0
1385,1545,Q87JugRekyNSkF1GpuNY8t++S+jl/jf1es7qh5d0ksk=,172292,['1145'],['Coralie Clement'],"['Benjamin Biolay', ' Keren Ann Zeidel']",['Benjamin Biolay'],-1.0
1386,1547,rklOGebcSefGNDSuPIKPAp18Q4YFLQSrZ7rwsH2qbqg=,261104,['1259'],['A$AP Rocky'],"['Mark Ronson', ' Rakim Mayers', ' David Keith Bentley']","['Mark Ronson', ' Rakim Mayers', ' David Keith Bentley']",52.0
1387,1548,sbCBJud5GyEW95cXBfhuoXmBTe/JlF/4F0KJq2xL+yI=,199366,['921'],['Various Artists'],"['Kwak Tae Hun', ' Kim Kwang Ho']","['Kwak Tae Hun', ' Kim Kwang Ho', ' Kanto']",31.0
1391,1552,iv2wgNXtAmT0yf+vPhRjkQ3xF8JhvTMdFYabwrDzRCc=,229041,['465'],['Kelly Clarkson'],"['Jörgen Elofsson', ' John Reid']","['Jörgen Elofsson', ' John Reid']",52.0
1394,1555,mCyxtdvumqE9VIupylhCycTCD+uUf4dcpOZCZ+4ewz4=,239978,['465'],['NO NAME'],['Natsumi Hiroshi'],['Akimot Yasushi'],17.0
1397,1558,01IkhjQCatMvnHYyXOQe/TRMFWux0754QY7F3MiqHrA=,308871,['1259'],['Sam Ock'],['Ｓａｍ\u3000Ｏｃｋ'],['Ｓａｍ\u3000Ｏｃｋ'],52.0
1399,1560,nOhBQUseK5KyOUZTngbv238glua8lHmzC6EWZ2jouPQ=,213263,['1609'],['Various Artists'],"['PAOLO ORTELLI  ', ' LUCA DE GREGORIO']",['JOHN MICHAEL BIANCALE'],52.0
1401,1563,473mbD7SocgcGu1Gg9P1HujA/TRcCbOUVoUkzO7B8TA=,219219,['465'],['Robbie Williams'],"['Robert Williams', ' Gary Go', ' Johnny McDaid']","['Robert Williams', ' Gary Go', ' Johnny McDaid']",52.0
1405,1568,ksR4eSiOJRzeq5ICEHaVGrL0TXPGN7DbRa8cUWWpoJw=,222145,['958'],['The Piano Guys'],"['Georg Friedrich Händel', ' Richard Sherman', ' Terry Gilkyson', ' Robert Sherman', ' Robert B. Sherman', ' Richard M. Sherman']","['Terry Gilkyson', ' Robert B. Sherman', ' Richard M. Sherman']",-1.0
1409,1573,UObKEdGLkZugNUSVvomEg8ry+XazQ7Rhk2HhWWVPfRM=,171425,['465'],['One Direction'],['Tom Fletcher'],['Tom Fletcher'],52.0
1412,1576,yIbfe5DT/1snxcE7ZHcxDKLMN4UFxn6nepFkQs6MFSc=,209397,['465'],"[""Destiny's Child""]","['Beyoncé Knowles', ' Errol McCalla']","['Beyoncé Knowles', ' Errol McCalla']",52.0
1414,1578,UGtzoDsyOnM4Y8GRj7C0QzOT0uHPPvVSBXi9KzVwdnM=,219382,['2079'],['Various Artists'],['Sebastian Wójcik'],['Sebastian Wójcik'],52.0
1415,1579,I7szbWhx1a4pk42q7Y5BpgDz6+PCF4wvcC1+ljkW61Q=,233415,['465'],['Pharrell Williams'],['Pharrell Williams'],['Pharrell Williams'],52.0
1416,1580,scnd2tSrZxRfGfsQ7bxfF1pYqpAhPB6ckUaPJ11I0Rw=,242991,['465'],['Various Artists'],"['Hwang Chan hee', ' Lee Seung Joo']","['Tiger JK', ' Ji Hoon']",31.0
1417,1581,RaT4w59q5gu0fG7Isg0NkqiNrht/rRm22TyQYXT8UR8=,240467,['139'],['John Legend'],"['John Stephens', 'Dave Tozer', 'Kimbra Lee Johnson', 'Justin Baron', 'Nana Kwabena Tuffuor', 'Andrew Horowitz', 'Kanye West', 'Marcos Palacios', 'Ernest Clark', 'Lil Louis', 'Marshall Jefferson']","['John Stephens', 'Dave Tozer', 'Kimbra Lee Johnson', 'Justin Baron', 'Nana Kwabena Tuffuor', 'Andrew Horowitz', 'Kanye West', 'Marcos Palacios', 'Ernest Clark', 'Lil Louis', 'Marshall Jefferson']",52.0
1418,1582,mxD9RPe9acUsTpr5PRfPJwZS5mZzFL4zAO5O+mWDqKY=,222154,['465'],['Keon-Mo Kim'],"['Yoon-Jae Lee', 'Hwa-Young Bae', 'Tae-Hee Kim', 'Il-Sang Yoon']","['Ina Kim', 'Seung-Eun Oh', 'Yoon-Jae Lee', 'Il-Sang Yoon', 'Jin-Soo Jung']",31.0
1419,1583,J6/88opUV2pLme/mCdJP+zMS0bOfRi9l8VD291Z6ND0=,245185,"['388', '465']",['Celine Dion'],['Alan Menken'],['Howard Ashman'],52.0
1420,1584,qS/Bi+26ldiI4z63HPEhqZkL0TQPQ8R1MMig27mLTAg=,220496,['465'],['Kelly Clarkson'],"['Kelly Clarkson', ' David Hodges', ' Ben Moody']","['Kelly Clarkson', ' David Hodges', ' Ben Moody']",52.0
1421,1585,oDQEGhQLiPzZBSYDp19xYXGbuqa5yAVXBBrjE+VDQ00=,194463,['465'],['Martin Jensen'],"['Martin Jensen', 'Peter Bjørnskov', 'Lene Dissing']","['Martin Jensen', 'Peter Bjørnskov', 'Lene Dissing']",52.0
1424,1588,NGrqK8WKRnk8RdPARmS0Xfqe2ZdorN27nV+dZE9ww7s=,218174,['359'],['Christine And The Queens'],['Christine And The Queens'],['Christine And The Queens'],52.0
1425,1589,u9gDOVpDBNOCgCwF0ODJHrlH8iWNeM4WAXGUgr4IQBE=,270811,['444'],['Yang Da Il'],"['Yang Da Il', ' isgoood']",['Yang Da Il'],31.0
1426,1590,GQ5iw/BhnJl0RnboW1+cdGqNB8odRoetdysQa6eVC1Q=,244071,['465'],['Park Hee-jin'],['Ryu Won Gwang'],['Ryu Won Gwang'],31.0
1427,1591,0B8L9KNukXV5Yj8n5kNb485Mxkv3lwwt50HucU8PYlw=,189696,['2022'],['The Roadside Inn'],['The Roadside Inn'],['The Roadside Inn'],3.0
1429,1593,SgqV/uBTEGv8UodJ+K1Gjp1YZnZv2G2R8hxy1Pmu4U8=,211523,['139'],['Chris Brown'],"['Chris Brown', ' Tayla Parx', ' Darius Logan', ' Lisa Scinta', ' Dominique Logan']","['Chris Brown', ' Tayla Parx', ' Darius Logan', ' Lisa Scinta', ' Dominique Logan']",52.0
1430,1594,Ksuku/cKbd2m4n3PdLORPLtsjsXTEwiS+pDbOiFSEbc=,217913,['409'],['Celine Dion'],['Patrick Lemaître'],['Eddy Marnay'],52.0
1432,1596,KURscZdd19OGXr0+aclXEeOrajYKU2aDCxBHOusmFYY=,225047,['465'],['Mandy Capristo'],"['Will Simms', ' Derek McDonald', ' Debbie French']","['Will Simms', ' Derek McDonald', ' Debbie French']",52.0
1433,1597,cUjpkondpoGNt1902ucZXJilXa+R32R4sQZkAjNztxo=,289864,['2122'],['Grover Washington Jr.'],"['Arnie Roman', ' Terry Cox']","['Arnie Roman', ' Terry Cox']",-1.0
1434,1598,CF16ekjI6mSxZ0I+8qcZTq9qU1js9kteeD0FbEg3gCo=,229250,['437'],['Block B'],['Park Byeong Jun'],"['Atsushi Harada', ' Park Byeong Jun']",17.0
1435,1599,L2jrUSKMvQama/OA2k1sDPja+IwLQ+O/NO7qlJCFghs=,216894,['921'],['Various Artists'],"['Mark Ronson', ' Jeff Bhasker', ' Michael Angelakos', ' Brent Katz', ' Darold Brown', ' Ray Parker Jr.']","['Mark Ronson', ' Jeff Bhasker', ' Michael Angelakos', ' Brent Katz', ' Darold Brown', ' Ray Parker Jr.']",52.0
1436,1600,wTzkzPcFaGKW8S5HF2VKd+LRdl7tmMn4rUcXEe/4aMQ=,262226,['465'],['Barbra Streisand'],['Isham Jones'],['Gus Kahn'],52.0
1437,1601,us5TaXPEpXj1izLeyuLzPZv3LLiR8enfbkLC0eYx5cE=,270733,['2022'],['Marilyn Manson'],['Tyler Bates'],['Marilyn Manson'],52.0
1439,1603,LQqTV20JCzgyxA63OtLlbHSHYwBP3PWOBcu9YbkpqIA=,152615,['465'],['Neon Jungle'],"['Benjamin Berry', 'Anita Blay']","['Benjamin Berry', 'Anita Blay']",52.0
1441,1605,NU9xwKakvAuZ6ZRWJR6L/qnQkGyeFdzSjgPW45eeies=,265172,['465'],['Urban Zakapa'],['Jo Hyunah'],['Jo Hyunah'],31.0
1442,1606,v6wfvzDfCLmQrVEjHzkYGE4I8V4wDYj4sManH/LhTas=,158442,['465'],['One Direction'],"['John Ryan', ' Julian Bunetta', ' Jamie Scott']","['John Ryan', ' Julian Bunetta', ' Jamie Scott']",52.0
1446,1611,fS0HPS90dEdA+It/+yUj6+XPCyC/ZitI3TXUHts75No=,252144,['2022'],['Slot Machine'],"['Sarit Homhuan', ' Atirath Pintong', ' Janevit Chanpanyawong', ' Settharat Phangchunan']",['Sarit Homhuan'],52.0
1448,1614,o4kKPYsWOEVfa9Zroqng4L7tyDoBDy47glGXAWXyN4o=,227056,['465'],['Blue Very Much'],['Blue Very Much'],['Blue Very Much'],31.0
1449,1615,vCwu+9HmAbQ3iSVVHVpDFPtXYuHhtGRpXvvqlRpwPF4=,257486,['921'],['Various Artists'],['Adrian Fu'],['Adrian Fu'],3.0
1452,1618,UKgnh5SiDOFe/UXdC4TK3+fW0tnssuHnXaRNrzQoU6s=,206402,['465'],['Mark Forster'],"['Mark Cwiertnia', ' Konstantin Scherer', ' Vincent Stein', ' Nico Wellenbrink']","['Mark Cwiertnia', ' Konstantin Scherer', ' Vincent Stein', ' Nico Wellenbrink', ' Robin Haefs']",52.0
1456,1622,Br7GouvTkBzaXkOd7zK/t/ajgyarJzQjVmp46nDwQik=,219309,['465'],['Leona Lewis'],"['Karl Johan Schuster', 'Savan Kotecha', 'Max Martin']","['Karl Johan Schuster', 'Savan Kotecha', 'Max Martin']",52.0
1458,1624,Aq/Zk2Hdd3Qb1iEWd/H0ky/6qP8f6ijEDp71Iib+o2I=,261052,['1955'],['While She Sleeps'],"['Lawrence Taylor', 'Sean Long', 'Matthew Welsh', 'Aaran McKenzie', 'Adam Savage']","['Lawrence Taylor', 'Matthew Welsh']",52.0
1461,1627,4zy8VBjFWhuVOX3ItjDhoNhdI1T4MOM9cvm4plF8Yic=,154890,['465'],['Empire Cast'],"['Mansa Wakili', 'Colton Fisher', 'Jason Rabinowitz', 'Jaron Lamot', 'Bill Matrix']","['Mansa Wakili', 'Colton Fisher', 'Jason Rabinowitz', 'Jaron Lamot', 'Bill Matrix']",52.0
1465,1632,hcSGKt5erj4XlSYSpVdPvQyDhl+q7sE+GJgiOAWp3vc=,167141,['465'],['Empire Cast'],"['Jonathan Rotem', 'Teal Douville', 'James Robert McCall', 'Makeba Riddick', 'Thomas Jude Goodwin']","['Jonathan Rotem', 'Teal Douville', 'James Robert McCall', 'Makeba Riddick', 'Thomas Jude Goodwin']",52.0
1483,1654,WRkElj0B8hHWVQr2KHfSU2HtmrFRiA5+R69+yWMWVO8=,192783,['465'],['Tori Amos'],['Tori Amos'],['Tori Amos'],52.0
1486,1657,Z1hYmdWt2RHoYps/OmD46/VOHJNQ7dId/TKWNbweJVg=,279179,"['352', '1995']",['The Stone Roses'],"['John Squire', ' Ian Brown']","['John Squire', ' Ian Brown']",52.0
1499,1670,VlyE9pZAguGXN6OB06NIiq+1NjxJxQ2vAI2Ju+wyUQQ=,221396,['465'],['Gavin DeGraw'],"['Gavin DeGraw', ' Ryan Tedder']","['Gavin DeGraw', ' Ryan Tedder']",52.0
1504,1676,G4e/kL95F3Tc41EM6p+lP7FsaWZNUfpQlbPtMrwMeRE=,244715,['1609'],['Stéphane Pompougnac'],"['Didier Morville', ' Marc Gremillon']","['Bruno Lopes', ' Didier Morville', ' Thierry Moutoussamy']",-1.0
1508,1680,H51O09tlvLvMCOJyGWc0lIAct401ijaA7ou4D7KGGX4=,241955,['2022'],['Lita Ford'],"['M. Chapmann', ' L. Ford', ' D. Ezrin']","['M. Chapmann', ' L. Ford', ' D. Ezrin']",52.0
1527,1701,z6+ddQlidSoK82G2vXehOvahUjrA1cFQrqUt5GrxXJQ=,175589,['2022'],['John Mayer'],['John Mayer'],['John Mayer'],52.0
1530,1704,d1hjXCe2IVH3Fwk0qbl9rziN5azGahMG+2jsrWUWIlA=,249609,['465'],['One Direction'],"['Jamie Scott', 'John Ryan', 'Julian Bunetta']","['Jamie Scott', 'John Ryan', 'Julian Bunetta']",52.0
1532,1706,nwDcvBc4iFNVbnaknPfmn4HGjs7Y1HZQjx+jcQVTTKk=,235023,['465'],['Various Artists'],"['Al McKay', ' Allee Willis', ' Maurice White']","['Al McKay', ' Allee Willis', ' Maurice White']",52.0
1533,1707,biwvcJ6bnjjgGxzjCOrsNw5/OfKa+LshHoyk1N/W4nA=,261703,['465'],['Various Artists'],['Kim Gi Hyun'],['Kim Gi Hyun'],31.0
1535,1710,xMhSBSLTd72xzuJ/r7h1PmsC8oTK8Y9cL2mcn0ibtTk=,211784,['465'],['Kelly Clarkson'],"['Kelly Clarkson', 'Greg Kurstin']","['Kelly Clarkson', 'Greg Kurstin']",52.0
1537,1712,c7XRE/QzzGx8szK9PBPuhX81IdCfFcKC2LoK0VhB7WI=,227143,['465'],['Phoebe Ryan'],"['Phoebe Ryan', ' Kyle Shearer', ' Nate Campany']","['Phoebe Ryan', ' Kyle Shearer', ' Nate Campany']",52.0
1540,1715,yKpUrPldC1ltoE3fieU0ewwEnwdZRRO7WoDlJsnnAA8=,177737,['2122'],['Tony Bennett'],['George Gershwin'],['Ira Gershwin'],52.0
1541,1716,jVaGVT4tBP2xQjomYU6ixU+6OHbW74yO8b7f+9E+qks=,225488,['465'],['Stevie Hoang'],['Stevie Hoang'],['Stevie Hoang'],17.0
1543,1718,xD+5S86vteKzcMBRTrctUj5npExXspOqmIGVLIDM8+g=,216276,['465'],['Cher Lloyd'],"['Ina Wroldsen', ' Rami Yacoub', ' Carl Falk', ' Shellback']","['Ina Wroldsen', ' Rami Yacoub', ' Carl Falk', ' Shellback']",52.0
1545,1720,c9E6MmuEbyWVupGnFxIy0rYwh/futI+mLzC2cJU6Jzs=,262896,['2022'],['Lee Jong Hyun'],"['Christofer Erixon', ' Josef Melin']","['Lee Jong Hyun', ' miwa*']",17.0
1546,1722,QE5e/5ZwfkEQNsAfHYOXs6xw7HoX0zQHHKmYFB7AAXw=,168004,['1011'],['Kelly Clarkson'],"['Shane McAnally', 'Josh Osborne', 'Ashley Arrison']","['Shane McAnally', 'Josh Osborne', 'Ashley Arrison']",52.0
1547,1723,YwJqnoEJotrRJEk1sGRYG/Xy594QChd6qu5WKog7dEY=,203885,['958'],['Jackie Evancho'],['Samuel Ward'],['Katherine Lee Bates'],-1.0
1548,1724,BhgjYOhuugtOMs+zfVhwepWWcRaWLFxLjmLzDVrsI4M=,254014,['465'],['Rachael Yamagata'],['Rachael Yamagata'],['Rachael Yamagata'],52.0
1549,1725,L4yKrATPpocjz221yjm4rSmVQHeGRR5qB4T1Y+Fd5pk=,224480,['465'],['Kelly Clarkson'],"['Julia Michaels', 'Joleen Belle', 'Nolan Lambroza']","['Julia Michaels', 'Joleen Belle', 'Nolan Lambroza']",52.0
1551,1727,oMfG+8brUUiG7dKVTJFRDQBkZd2rfBLoD9GxRVBLkYg=,298248,['465'],['Mark Ronson'],['Michael Chabon'],['Michael Chabon'],52.0
1554,1731,dfj3efvDBQbL0xlXF5G5GeLolsvryvgj4RgtU6xVYJY=,211043,['465'],['Jai Waetford'],"['Jai Waetford', ' Alessandro Calemme', ' Julien Genuard', ' Autumn Rowe']","['Jai Waetford', ' Alessandro Calemme', ' Julien Genuard', ' Autumn Rowe']",52.0
1557,1734,/iB2xAcTVoAI5sryl10F6phQ/AcZYtd9gDUd7rFMHqs=,192688,['430'],['Lucy Rose'],['Lucy Rose'],['Lucy Rose'],52.0
1559,1736,fDDw2V0MsUOulOx9LR1+xX8pKpfF5mj+UBoqwnURCPs=,258403,['465'],['Quaziq D'],['Quaziq D'],['Quaziq D'],52.0
1561,1738,wAfmQUDBAhR5vcUjAU5PHQ3c6Qs6S4LYjI3PtlRyZgo=,180751,['465'],['Russian Red'],['Lourdes Hernandez'],['Lourdes Hernandez'],52.0
1564,1742,1qq3vgeldCzyR/ZZAmsD3rkf68urqR8Ku11qx1nxnQs=,236130,['1259'],['Casey Veggies'],"['Casey Jones', 'Chauncey Hollis', 'Noel Fisher', 'Christopher ""Brody"" Brown', 'Larrance Dopson', 'Rashad Muhammad']","['Casey Jones', 'Chauncey Hollis', 'Noel Fisher', 'Christopher ""Brody"" Brown', 'Larrance Dopson', 'Rashad Muhammad']",52.0
1568,1746,sHF38nB24PnoVnhJLmxRqVGxABfRbPIdhkp32BJ5lY0=,271814,['465'],['Pharrell Williams'],['Pharrell Williams'],['Pharrell Williams'],52.0
1570,1748,6LFs5qlnPaZFeX3/hFxaI8MhHaPnyzgD4pbqkLl2/c0=,235375,['465'],['Katy B'],"['Kathleen Brien', ' Gordon Warren']","['Kathleen Brien', ' Gordon Warren']",52.0
1571,1749,R3JFnp3jc/qrFvVZKxc1SU+wGD29yum06FupkNNhIO8=,275121,['2022'],['Elephant Juice'],['Elephant Juice'],['Elephant Juice'],31.0
1573,1751,XPaQtFu3rz0YFJeVdKpJYLuxzfvcLsm+5J9OUHvgsdI=,182815,['465'],['Union J'],"['Claude Kelly', 'Steve Mac']","['Claude Kelly', 'Steve Mac']",52.0
1574,1753,ElYzVgo7jJL+5ZtlpJmmaZckwTKeO3iJlg6aTCcKGuk=,164937,['1011'],['Kane Brown'],"['Kane Brown', ' Matthew McVaney', ' Josh Hoge']","['Kane Brown', ' Matthew McVaney', ' Josh Hoge']",52.0
1576,1755,ATOiljTECnCjehfY+IKRm5lvzeFtW2dVDmz0hCp6EiI=,213629,['359'],['Taking Back Sunday'],['Taking Back Sunday'],['Taking Back Sunday'],52.0
1583,1763,zv93GxqRRu30gONqs8YpHNnxfo5fwqgy8ugvgFc/Ln0=,185808,['2022'],['John Mayer'],['John Mayer'],['John Mayer'],52.0
1587,1767,COOp88raAI+x0iFMG7vEjHHhsNuezW3ET0Dz3teaLIw=,250501,['465'],['Depeche Mode'],"['Andrew Phillpott', ' Christian Eigner', ' Dave Gahan']","['Andrew Phillpott', ' Christian Eigner', ' Dave Gahan']",52.0
1590,1770,5BOdc4P+j9eCreLxxeMO463DdmJB/T7O9q3auvugBwk=,331279,['465'],['Justin Timberlake'],"['Justin Timberlake', ' Timothy Mosley', ' Scott Storch']","['Justin Timberlake', ' Timothy Mosley', ' Scott Storch']",52.0
1594,1774,L82+oAMnOvRh2SE7Zz92aJ2B2JkGI1R9W3UlSjmTqIQ=,230879,['465'],['Britney Spears'],"['Britney Spears', ' A. Stamatelatos']","['Britney Spears', ' A. Stamatelatos']",52.0
1595,1775,72i759hTJbXakHW+c4GIyejMRUpYe/GkHDm9sFmA6eY=,168342,['139'],['Laura Mvula'],"['Tobias Jesso Jr', 'Chris Stracey', 'Jack Glass']","['Tobias Jesso Jr', 'Chris Stracey', 'Jack Glass']",52.0
1597,1778,+KjImAWBRmlL9iihnW9gAT76D5mz1c9nnOgANLPt9xM=,289040,['465'],['May J.'],['Red-T (RzC)/Jez Ashurst'],['May J.'],17.0
1608,1790,ZIPaMSZwEAo1+ewfniDjkQxKwvqyGCX02fqZj+2ojZo=,225280,['786'],['Daniel Ho'],['Corwin Hee'],['Daniel Ho'],-1.0
1609,1791,Fhy98DfZ6UCD2IXwcMRSNLKrcpifI+CqD9KI9fsqzRo=,183833,['465'],['T. Mills'],"['T. Mills', 'Ludwig Goransson', 'William Lobban-Bean', 'Matt Morris', 'James Fauntleroy', 'Matthew Jehu Samuels', 'T. Coles']","['T. Mills', 'Ludwig Goransson', 'William Lobban-Bean', 'Matt Morris', 'James Fauntleroy', 'Matthew Jehu Samuels', 'T. Coles']",52.0
1611,1795,o3L2sWk4pNYTb6/yeSxfv1Pia/oJIK2o1vbJugNAYBI=,259903,['465'],['Campsite Dream'],"['Daniel Gibson', 'Daniel Barkman', 'Leonie Meijer']","['Daniel Gibson', 'Daniel Barkman', 'Leonie Meijer']",52.0
1613,1799,ewiYoMAah1gJzovLSPtCs0yDSLntLHF8+nHcMbl05Ls=,227810,['430'],['Brandi Carlile'],['Brandi Carlile'],['Brandi Carlile'],-1.0
1615,1801,E3Zxt2FQL1AiEV3fHvSqdNNnKs5AKmQDToE/wGT6ueY=,219846,['1609'],['Crooked Man'],"['Richard Barrat', ' Michael Ward']","['Richard Barrat', ' Michael Ward']",52.0
1630,1820,SMWXbY8MQ3XJMGNH7jiSv3GUzInT8myroF6MZib+lY0=,230478,['359'],['Sharon Van Etten'],['Sharon Van Etten'],['Sharon Van Etten'],52.0
1642,1833,y9Rq6g5e0m073lF291YvrFNvT/6BeFpNtZBtIBKC32o=,223356,['465'],['Miley Cyrus'],['Miley Cyrus'],['Miley Cyrus'],52.0
1644,1835,FPY+/C/eU6xiR6JfXCukMDz5RB4uqeUgXs2EDYv2nBc=,254223,['921'],['Suzy Bae'],"['Bae Suzy', ' Sim Eun Ji']",['Bae Suzy'],31.0
1645,1836,43XZSqqvCj3Hbas9vd4tYM3GyPvG3YnGkXhm3TYFhjY=,200097,['465'],['Orange Caramel'],"['l Gi', ' Seo Yong Bae']","['l Gi', ' Seo Yong Bae']",31.0
1646,1837,RepZCSgYiADGGrxS+D1Rn5g/mMC02cKkYdag0m3EngI=,193280,['465'],['Robbie Williams'],"['Robert Williams', ' Stuart Price']","['Robert Williams', ' Stuart Price']",52.0
1648,1839,cJabN+On45vGknIWiQtGbRQ2ZW8dm8ZgIq2B760FnBY=,211173,['465'],['Russell Watson'],"['Eduardo di Capua', ' Giovanni Capurro', 'Alfredo Mazzucchi']","['Eduardo di Capua', ' Giovanni Capurro', 'Alfredo Mazzucchi']",52.0
1649,1840,z6QNbbHG4mQL/jPM0h0AQj//1rtsZUZVBGpkbaceZg4=,175542,"['352', '1995']","[""Rag'N'Bone Man""]","['Rory Graham', ' Tinashe Fazakerley', ' Daniel Priddy', ' Mark Crew', ' Steve Dixon']","['Rory Graham', ' Tinashe Fazakerley', ' Daniel Priddy', ' Mark Crew', ' Steve Dixon']",52.0
1651,1842,OnkdDP7/tezHjL1wFMThbuMCxmtt+++3kS4uJfrvSWo=,188029,['465'],['Various Artists'],['Jan na bee'],['Jan na bee'],31.0
1652,1843,tcLh61LOkNvpNMSZpzPtaht7mWsjggZeTVihvozOGLk=,216973,['465'],['Little Mix'],"['Dan Bartlett', ' Jesy Nelson', ' Jake Roache', ' Nick Atkinson', ' Perrie Edwards', ' Leigh-Anne Pinnock', ' Jade Thirlwall']","['Dan Bartlett', ' Jesy Nelson', ' Jake Roache', ' Nick Atkinson', ' Perrie Edwards', ' Leigh-Anne Pinnock', ' Jade Thirlwall']",52.0
1655,1846,IUBJxZCxbKEjBR5YIz0cBH4K7Xqj83UFZC89LDcqZmM=,228391,['465'],['Rita Ora'],['Calvin Harris'],['Calvin Harris'],52.0
1658,1849,uNCWCL5S7gJKv7OAN6Uaxh4p9iMWf438KuUdUF0XZZk=,219122,['465'],['Bars and Melody'],"['Leondre Devries', 'Blair Dreelan', 'Charlie Lenehan', 'Joe Lawrence', 'Andy Fowler']","['Leondre Devries', 'Blair Dreelan', 'Charlie Lenehan', 'Joe Lawrence', 'Andy Fowler']",52.0
1659,1850,Qz4zREjUU7ThUbHDoI+mRXubDtmmO4ef9wnHeabTX7w=,232672,['409'],['Celine Dion'],['Jean-Jacques Goldman'],['Jean-Jacques Goldman'],52.0
