,Unnamed: 0,Unnamed: 0.1,msno,city,bd,gender,registered_via,registration_init_time,expiration_date
2341,4775,11105,M2JQYl3w9KqnQzFnnUyKR/hW2O3ymXAphpIKgb2GUUM=,21,20,male,7,20150919,20171005
2342,4776,11106,gCHH5qOHW/RBrgE7pIYxIHg+EIVvxlDsPBrxN4xQS7o=,13,26,male,9,20110829,20171005
2344,4784,11118,Zenp7pzktw99P5FD+Q5ZVwdaDfEJ4mthTZ54i6tvt7E=,6,25,male,9,20150102,20170816
2345,4786,11124,XdY5eK9uVgeadwu0PKxKB5CqVQkkPv5MZgk5cOgGmnw=,1,18,female,3,20161025,20170922
2348,4793,11151,NJrCNmbKchV9Rqs9uAXZKKnfz51A9UoUZrTd2onCEgU=,13,27,female,9,20110312,20180908
2349,4795,11153,MbZ42CiN5R2b8b8HN6bPjRV7+rhE9SkPYOCPetniEWE=,13,24,female,3,20130624,20170910
2350,4797,11163,vBJ8Q66ZLi3tq8kZwJFyHuyZEtZRf0K1IEXYucOb+Ns=,13,24,male,9,20161212,20180129
2351,4803,11170,XxJ42E1jDpzd4gsRfhUAOLG5+uXF6r2vBTV9D8fUO88=,13,24,male,9,20140916,20171001
2352,4805,11174,u3Tx+A762E+OoZGQ0svb9KNisJRGS+DdEA9sd+2gFVs=,22,28,male,7,20111228,20170930
2353,4808,11178,ORpJG8KqH8ulKydvZjit5LktottBxALn5qw0jlD1btE=,11,19,female,3,20141107,20171005
2354,4809,11184,PCwQM9jVAUmF4QVMM+Wg8PDugKDJvXJA2YcOjbsprVA=,5,26,female,3,20130120,20171204
2356,4814,11195,76Wvz2hR7glese6z1IjSsaAFbzvJORsZ76Z6lNJEACo=,13,24,male,9,20160901,20171004
2357,4817,11206,+bDVQI739UHQY69xhWvUJ1XsA62/ZU8TqhNGdLC0DOg=,7,26,female,9,20150706,20180111
2359,4824,11234,X/z/GCKCEeGbiPXtOQQkJ/0J6uCkvMv5QBMHSrjy428=,5,18,male,3,20150109,20150116
2361,4826,11239,6u5chSUOHUXbdqFFet4yMWaW8ibdJY9UWPPrgfX5QfE=,15,28,male,3,20150330,20170928
2362,4827,11240,Y0gxm1FiaB8X3DQUOKcxpKAH8FpK/20oiDhD2b/Q50k=,13,26,male,9,20040821,20170914
2363,4831,11245,wf96EwGdS2S/VV2QlCHaMDe3rSRbJ8iVbihzQZ3ZiJ8=,6,22,female,7,20130610,20170818
2364,4833,11248,EUmDuTUxQ6xvsrWmCA0RSSrK6o5xqsuoh/RJqkyGd/c=,13,27,female,9,20110518,20171019
2365,4834,11249,ze+tYbFE+kO4kNF+LaZtw/zSpfUQcAnKo73Yqdsg/wI=,5,27,female,4,20160124,20170717
2366,4835,11250,jPBs5yuFRKyzpQU4bIMj6X4qWbWXHXq3+w7Xud7bTww=,13,25,female,4,20151218,20170824
2367,4838,11264,tCTrYTBnz+2O1oqOxpKmAK9gbPq9ceQ3NPgduGoWXm8=,5,18,female,7,20140829,20170913
2368,4839,11265,lp8BtHmLwMsWL7M4odqGd0rq2O3swUnElFQVCHaWuH0=,8,20,female,9,20150820,20171124
2369,4841,11267,92uxkth9BIx8yYfe+L4EmvBKtnGxkbPgArjQFDK61mY=,4,22,female,3,20150507,20180102
2370,4842,11269,S1biRHcv+ApiQ+8eA0x+erF6054pSTxMFUlAwdC/fw0=,15,22,male,9,20070827,20171001
2371,4848,11285,1I2L9ahhskIcoAzRM94Hp0WnB84EEVteB60Ja6LesqQ=,3,26,female,9,20070215,20171215
2372,4852,11290,Ot+RSq+pwDeE1Si3YmYruYXJu2ViPZZNXoVn+Uk+yZg=,14,24,female,7,20110515,20170816
2373,4854,11292,2BccExCZ+Hn6BhXWjsuaybi0mdfrWGwJbuVoeTwmn3k=,15,21,female,4,20160214,20170916
2374,4856,11296,+q8rtF4UMDS/MqdMmkCcgei5ePZiLHG0N5W0yfLJoP4=,5,25,male,9,20120529,20180617
2375,4858,11300,9ZYPSRHc194Gp6s0QRKLFry9gNm68pGT4Yv1ok/IB54=,22,27,male,9,20040828,20171002
2376,4860,11304,J3cbq/DMKfPPXD1BPpnNd7jiOn/YaIByIVmNrhSFYxU=,15,20,male,9,20101213,20170708
2377,4863,11307,PC4RZ/dkVwbkyMZKNPtgTQTYYoiCMl9BtqKOf2YztGo=,13,28,male,3,20130221,20171010
2378,4865,11311,P5802qzseVTIxw08sgY3f+lWRZi01Jvr9BFqFtMM18E=,13,27,male,7,20140808,20170413
2379,4866,11312,UK6b9j+DEJg9yQjLsw/2SfJ7wwSm8qxXMOulhReUAoU=,22,22,male,9,20110306,20170913
2380,4867,11317,LOz3Pf9OQi1ZO83WRV+qXGai5cHtXleDQP2dFlSKmN4=,15,25,male,9,20120111,20171012
2381,4869,11320,y2XX7JrDw7iMqTkoHtxZuJ+FYVystzaa7XZ9cAj3jQQ=,6,23,male,9,20110817,20170807
2383,4873,11330,R3lZe/HroDb7kJ3SAfS+PQJM4FtA+RxDufZO/Qq3jlM=,12,27,female,7,20111101,20170909
2385,4877,11337,N9c1aUnZ0Ub4ZwKrOatZz0802RXwJfhNNJ8qOZWdPqE=,13,28,female,9,20110824,20171004
2386,4879,11350,y5DXXYPXbBTzMt6Gs92FVJHLznjcIiVDsBvhzBjZkoA=,22,20,female,7,20151010,20180602
2387,4881,11353,8eZ/SqBJGsSuVNCz/R302aAodlBLS6A7WgicA9PrhaA=,13,21,male,9,20130919,20171019
2388,4883,11357,YaHcn7Mo2gr4Jq5XmdQzgI9eqOxnGaJYKHXabjNMGbw=,4,22,female,9,20130815,20170919
2389,4884,11365,QfmRuEXXs6wftBLdsrtNV5ebd7LJn8FHdkqbsdOWj2U=,15,22,male,7,20140902,20170930
2390,4886,11368,W4xgh6AgZ0Q4qrBQvi2gFpniiuM8KsK3ViYFOIkfBJY=,14,21,male,9,20111203,20171016
2391,4888,11372,2wa6vvJoGquElTkVFhWfEib5KxlD28YgeoWipXwgq2Y=,6,22,male,9,20161128,20170925
2393,4890,11376,03etx2QwUS5WCrhj3GAxH5hVJkSNYlFYHK/TDgEhxLo=,15,28,female,3,20170114,20170916
2394,4891,11378,V7HuT+jBoJmNhpspenk1cSX8MYLpVw4xfMo9rbqcAwI=,12,20,female,4,20161104,20161111
2395,4892,11379,zEjTRDj0Rj7ocUap5r0QqfEY2GH2CJsNmV9Y+G4Ct7g=,5,22,female,3,20161001,20170915
2396,4895,11390,rnyIB/mQANsaPYCPLOePQCSWvyWTlmtYz5XkiiLyZcg=,13,26,female,9,20100517,20171006
2397,4897,11395,awGsbvvDn+ZUSbK4Jtu6EfnSGU0nN/laCdOpmT2Uqnc=,12,20,male,3,20150910,20171005
2398,4899,11400,rnH93wOw7OmjQFH9zyPzfrES158ovmhXzqc4Iktfzbs=,4,28,male,9,20110716,20170919
2399,4901,11412,Mpt2fpn7GsL2m33gY79d8pdglz4oYt2uXJVcZmG1xq8=,6,26,male,9,20160402,20180430
2400,4903,11418,lKIRkNotrVzY/J9ipb8VWg5NT+oj3tYDz6wPCfV2Zt4=,11,24,female,7,20160109,20170909
2401,4904,11420,WFxN/D9skEqWMIp5rCcmaXddN1shdf3pctLKPYGQiKs=,5,27,male,9,20110326,20170911
2402,4906,11426,K3xQWXORft6BzqNM+hK7zMX+m26owTxtXIbexTp4Pw0=,6,22,female,3,20161009,20170926
2403,4909,11441,ON5uIa+0O00p7O1UZEjNAxhBx/NLtpE199+nEShKvUU=,12,25,female,9,20070205,20180221
2404,4910,11444,ZgHmpR2RZiRuWDfKWT+fUYjyDTOFMMrE5j3h1+ihM30=,13,18,male,9,20080816,20171213
2405,4911,11446,4z8S33gWIX7MSsQ+XlJJfUtvFuKxCc2ClmyLjg4USWc=,14,21,male,9,20080619,20180518
2406,4912,11447,1qkg0Wp3r0ugWazL8vuOQu4HRPLcHoSX+2lazmK4Lr4=,4,26,female,4,20161107,20170916
2407,4914,11450,5gxrNU0YtfN3alY134DFFIZqRt/hbnIUGc9JRPWfhzk=,15,22,female,3,20151130,20170829
2408,4920,11464,dVlQVwojGtmLGnGrXeta/AFULvJYpKrRJMzePXA2hRY=,15,22,female,9,20111027,20170915
2409,4921,11465,b4YnLix1U9JuH09mwNtaPs2aTkvanfxPZ4DTf23CsLA=,4,24,female,3,20141007,20170610
2412,4926,11472,swqPzGkY3iWVkxvPLAsmnmL//BFpNM1OUcW8rlIdJEc=,15,26,male,9,20080205,20171025
2414,4933,11497,zaQO33JMpd6szWDsIp/4T6oKDhKy19KFpvFATlLIQpw=,13,25,female,9,20100515,20170921
2415,4934,11499,8FSjVcMNBM5a4YihGV5ZZ+uphL9HPqd3jgzX29lKMCc=,13,21,male,3,20141101,20170918
2416,4935,11500,sXx9A/EfgHynJNgDLJYU36vqjcPTvvA2a8LoVYStFn4=,13,24,female,7,20110331,20180306
2417,4936,11502,pRWT6onRE4Uj1YuRT5x50yFdbBV9hPUL43Zr7ge+tqE=,21,26,male,9,20091107,20170926
2418,4938,11508,s9To0L2jeb1noRUG1z07/mheWNw7eopb3uzcCUjFfQE=,22,18,female,3,20160822,20170809
2419,4941,11515,SquSPffuf7Q77EtKX1X03YChr6YwWvTTpB7cb0EOwe4=,5,22,female,9,20160119,20180218
2421,4943,11518,ZHkjjm1xTQPHwwaTr0Y1xgFw50SaJBAkQn7j+utZeOU=,6,22,male,9,20150520,20170604
2422,4945,11522,CkcJmVeQEzW6xwXV4e66f71j728kHDOhl/uUVR1bj4Y=,18,28,male,9,20070326,20170930
2423,4946,11524,gk2sulj5oBuUjz5iZ1HySBVSPjnsI1R3pUN+npZjUlM=,15,21,female,9,20110116,20170910
2425,4951,11531,HYpAZnUatTHEH2eyUd5e4PJoY1GJSCMQ6D6giUm2P4Q=,5,28,male,3,20150929,20170924
2426,4952,11532,zEpG2Z2M/S8fgcckB/SNBveePnf3W5BZ0dqC6/y0WMU=,5,23,male,9,20080422,20170925
2428,4957,11551,lXNHSz6MZLPEWQBzUhR07mSvff9jqm7DhdMZ7+PUfMA=,13,27,male,9,20090120,20170923
2429,4958,11552,aAgsxSqeCBl4Ie71MyeEj+AHvfyifO4KGYSP2vUlF1A=,5,22,female,9,20070410,20170708
2430,4959,11553,2ufxa2We+s9hJlD+05Lk4EjDFy2iZmef8lOwqeymWzc=,13,24,female,3,20140130,20170615
2431,4961,11555,ZJZ32FtuFNaH6nEM97A8rPDK9iegLGlLMxTxl7mnc9s=,22,28,male,3,20141011,20171004
2433,4968,11564,fl4O1pnBhmp3eP7os3KIlK/K/MNyCoTuRiEumQyt2Ag=,5,20,male,3,20150818,20170616
2434,4969,11567,1O2GdKCnXCZRLGOxn1C0ZxZOCFpZY0QDGBlv6wlUZkk=,4,22,female,7,20131116,20171006
2435,4970,11568,tKUxFWozjhUQdeu9/sRrRESJUmmTYrOjNrvCnmaYV4Q=,13,20,female,3,20140907,20161224
2437,4973,11577,C9EWpU8Q3OuDATiZYk4vVmE7+T4KzDmipFNqlXK7/do=,5,26,female,9,20080719,20170920
2439,4977,11593,a65Xq4aV+XYhbPBXM3caTGTvM8VQCanJvvINGVcYyrQ=,4,23,female,7,20120519,20170919
2442,4982,11601,R16aTHw/xnTE8aIxDcW95Qk8m3F0WX1M99WsOmEE47U=,21,27,female,9,20070526,20170612
2444,4987,11611,xi82VfgYzrPEPJP0QeOvwdJ7J4VQBB0XElDJYwXasPc=,22,24,male,3,20150209,20170915
2445,4988,11613,iYxjxPrvcpdALWD8JUAON01sN39P5puZKfVRCcJsHaI=,1,24,male,4,20161217,20180415
2446,4990,11619,nyAxAj1h2VVikFBPFusZ+oHlhU5MsXSBrus7Cpa1AWM=,14,19,male,3,20130703,20170723
2447,4992,11625,TF53i8Xpg5kVzrQltz/80WDIryhC1W43fxoXjs5BlJM=,13,23,female,9,20110816,20180614
2448,4996,11635,/1+r+HogLEwbpJN94T+GwdYyj2vPreUwIFnI/k0bEgU=,13,20,male,3,20130130,20170410
2449,4998,11652,h79xX/GLJ3Ht8jOX19V5ErwA/0qRvisOH+yvx//J39E=,13,20,male,9,20150709,20170709
2450,5006,11672,aosha/iSuXnvRDkBFeRBK2DZvGcIqNVKe9//RbqrrNU=,13,22,female,9,20051226,20170717
2451,5007,11673,rtMOdVgQux9K7qIred0z/NxbxQ8wsF0eerZEp7Pg4dQ=,4,28,male,3,20150907,20171006
2452,5011,11684,xxcryU2rzaH7J9H7y2kHhPSO3M9atF2t24JMaflnZu8=,4,20,male,9,20130812,20170926
2453,5012,11689,g6N0ph0btlpc1L/hQJTRggymHEzwp8D202Zb8r/rXX8=,22,24,female,9,20110924,20171001
2454,5013,11690,KUFvJy0Xq55fnfPR5hI/h/GlI7/qh1PDGYm9mwU6bBM=,15,22,male,7,20130707,20170910
2456,5015,11695,BYgdFCDxl1uADnO8VAeW2fsg6E9L2DPilnwIKfo+flM=,13,23,male,9,20070709,20170816
2457,5017,11697,3nWFLb+IVt1+0JcM73g0wIG2AHtyhsI5RlG7gHziOFA=,15,21,male,3,20120803,20170911
2459,5020,11702,yqyulthZUB00rpdRvuALiZLulQGBdrjhwiwHeGcCbAk=,4,20,female,9,20080714,20180126
2460,5021,11703,7TV5RLcSVazGNYAWI5jqVdLZ3fA9J8wfJ2rNnwlBI8g=,13,25,female,7,20111007,20180116
2461,5023,11711,FVrEQ8UKQhKnagRFxS4dBLRNbDOMKwqM1//27KliJ2o=,6,23,male,3,20150821,20170913
2462,5025,11713,DtDdJUB3Z/uO5vsYQTyPnpas/DWr6WIG4riCWWLFR14=,10,18,female,4,20160602,20170926
2463,5027,11719,PHplSGpRj7zOPmc91FwfwFRdOccit1BjdWwGJvkh2IY=,13,27,female,3,20151015,20180303
2464,5028,11720,JyOgcHdow/uXsfHeUQZX/cn2o0nP5drunOwiJmN+ZaY=,11,22,male,3,20141104,20170914
2466,5033,11733,0d56g4x03XZEAqcFTd3ztZyyj7qby831WetaIBa09ag=,5,21,male,9,20160619,20170610
2467,5035,11735,T4dDVd6UNSNCv96Dt0Y0jcvwiBpoTrepRcvHcsg3Jv0=,13,27,female,9,20060825,20171003
2468,5036,11736,n62Vevjg2EF4QZcC30mAvPFK4E3slwYgMpPJAyVK0d8=,15,22,male,9,20080417,20190308
2469,5037,11738,uhEZTXrL8Qh/gA6+gM7Ke/vZGRhh7YfuVcLh9PD7dP4=,5,21,male,3,20150221,20171123
2470,5038,11741,qAy8ZDvmI8fxSYGTqUPcryOEqASNg2QmzRvoIUQWCIc=,4,18,male,3,20111224,20170808
2471,5040,11745,qw+FqQb4eGKrr3qXxFFICruhemTclooMhe5sBV9Ay+U=,5,27,male,3,20160612,20170925
2472,5042,11748,Z7RLjMBrtorTg52WmeEvh8YG+gvVbkZAKDOtkQo01gA=,9,25,female,3,20121018,20170917
2473,5043,11755,7TYNZvhayaS289omxgw0/gX5IJYmyg7mn2kSGCPyue4=,7,19,female,9,20110607,20170707
2474,5044,11757,GixWezgUBNXBtPEV4Ok/AQnzHez+kQm881tZkz1i0IQ=,10,20,female,4,20160413,20171005
2478,5054,11780,0P4ZpN1yl46bvR85dVQhCkRTnHLSVyrhfRb4LVp4Y1M=,4,27,female,9,20090507,20170731
2479,5055,11788,FsnD6eISCRrYBij8+Gb1USi7YFPilM2xP3uhFw/8dWY=,4,21,male,9,20100508,20170524
2480,5056,11789,41WVfAoM2MpHiPkvnHL3wDDEBoJiB0Qsxs4uMO0xIcI=,13,28,male,9,20071102,20171006
2481,5059,11808,aOZ8zcf9um5kIOaTOcE9s37EcdxdKRUhSC+3+/O1+ik=,22,24,male,3,20140607,20170926
2482,5061,11811,K7DuyxMwjH5L3/+1YLHElOeF/R5c07WuVP0mGky5xtQ=,5,18,male,9,20140501,20170911
2484,5065,11822,ujnBzbQ5KrKQEurGt/4zGdX7X17G+l1QJ5V0Yro/RHY=,22,21,male,4,20151107,20151227
2485,5066,11823,iX9nMljT1aIgjhsNXX2OrQjpk2tKAytzxOtlrmoNLck=,4,22,male,3,20120612,20180304
2486,5067,11824,Vr0YDoYlRflZF7svqjvrjQGIuEs9RJ4RxV33qXYfODs=,4,28,male,9,20080728,20170924
2488,5071,11837,ZtO358uD54hd3n4kgAcffcqPhCRaXJNzMj4F28WqLtU=,13,28,male,9,20160110,20170703
2489,5074,11848,EYEY/TwzejIJzEcsXfodBJtge4HOTI3Wks1s6PCvz/g=,8,27,female,7,20151120,20170919
2490,5077,11851,BSm4S0FjvyIBo6Exq/UApSeUp+IRgeMnTG/iNo4AhjY=,1,25,male,7,20110830,20171001
2491,5078,11855,O5d9PLU/VrP9TFD//u3T7idOSMitBAYiD3bJSqGZCcg=,22,24,male,9,20130126,20181003
2493,5085,11872,SGBC4msV/c60Ta0o/l/QQ27IWYfeEhroHxDaZDLt0QQ=,12,22,female,9,20141118,20170908
2494,5088,11878,6ZMOZXw2Mlo9UNe8BCho6oPqZkgHye9mvpbDXyt+Auc=,12,24,male,9,20070714,20170215
2495,5089,11879,B7iSErom/0YcmbotuxamfmFmj0FLGl5JZE/DG/XgKlE=,13,28,male,9,20101006,20171001
2496,5091,11885,1/GSNaExwF4g+HB4o8S+9HZyAk5DE4IkQfOKMZe2NIo=,21,22,male,3,20111209,20180703
2497,5092,11886,m7djZ8sWex/WoCYdmRjXukYG6saXJEf3Z9YhRZrx4vI=,12,26,male,9,20121214,20170811
2498,5094,11888,nc2c0aOoIP/i8AZhhywB7mvSSvhuhPsgcnnD06upjvY=,4,27,female,7,20160615,20170914
2499,5095,11890,vJPyGkjY6l84eeu7ZrEmPr5GOmcrFjX4NSy1XH2VK8U=,5,26,female,9,20130128,20180925
2500,5097,11897,mRBDRSkXaXV4jWxFI53Ve1QlomeUvGQjl7cgb6mjvi0=,11,18,female,3,20130610,20170403
2501,5099,11904,EphLnunxg3FG/HVitTo5UaCA+CkT05usVaL0dR1SNeI=,1,20,female,3,20140823,20161109
2504,5104,11931,TA3B5VBQUbeK7gBSt6yVEnIL/sADXOA/CY8ZTEIgyyI=,11,26,female,9,20130423,20180623
2505,5106,11938,3VPR6v11auMkkiR0l7t7+2xsI/WwikvBvwE682rM7mM=,5,26,male,3,20160319,20170301
2506,5107,11943,Gxsv9BBD40HYwIYCn+YI702U7clpZTwQ1Won2BqjNRY=,13,20,male,3,20120111,20171027
2507,5110,11948,pWwsR+FER3i+wHQNvheJtavFE1RHKModRG1tY7KKVkU=,5,22,female,7,20120608,20171005
2508,5113,11954,VOY2C9z5cUkxpkC1yMieZQnaKQbJ2qE70KJdS25lpSg=,18,21,male,9,20150929,20170925
2509,5115,11958,KX1I5QDTq9GyAnlQmt2bfdL4h1oGMF6cK/0NywEL/aA=,1,18,male,3,20141019,20171001
2510,5117,11962,xqM05RPOKOvMBAKFhktCSoQ9vyrzgSDz0GVNYTms4ZQ=,5,28,female,9,20111113,20171015
2513,5121,11971,S3WrgjBcYTJFJNXR4xADhdAvIOWKBEqFS6lgYs5owQo=,4,22,male,4,20161031,20170924
2514,5122,11983,ucLiipVIxdKOBOdWkWlip9bMvRG0ELv/Bn0EDCYbr4Q=,15,26,male,9,20110126,20181016
2515,5123,11985,FWS6y04mvOvmjBGeoCCJPGh/4r9/6R0Hc+B0CtMqmC4=,13,22,male,3,20120625,20171006
2516,5124,11987,Ym3g8vi2yUZA+IQCnIkyFU6J6wbH6aeKuuD2exGeggA=,8,26,male,7,20161229,20170820
2517,5126,11989,XyVs4cnySFeVCGZroHcptcFxzoajPcodw5It2lDhZC0=,5,24,female,9,20090606,20170919
2518,5128,11994,qnTM2jKcMDzkFC/QaAF/qS18csLmaixh28rD4TQesa0=,6,21,female,3,20150815,20180424
2519,5130,11996,GsivGh8Y32vmVbgiU/ni6Xi5TnNtJeYQ65tyqKJ/H6k=,14,21,male,9,20151116,20170317
2520,5131,11997,WPHDCWvrfRBPJ0MtajK/8E2XjKQuseOw1IHS2/Xk6Jo=,12,21,male,4,20151126,20170901
2522,5134,12001,ePTAzdCmiOa7vg4+I0Pdau2SOjQQrmWEpL6wI5pwTTg=,5,22,female,9,20080902,20170710
2523,5135,12002,+rRdj8TKNC6XBYi0MEsDviFMnr/zyg89J0QLaID+8lc=,22,23,female,3,20120824,20171020
2524,5136,12003,lrUoZuF/LbZx1HPWRZmiiiIUcPAmvRgrCcVjYKUNl6c=,1,21,male,4,20161107,20161114
2526,5138,12005,UMgMp/Cvbrr1quKkeMYEXQg16/KF93iYxgLJj4Sj63g=,22,22,female,9,20090828,20170915
2527,5144,12017,bRzh3tTj8O75vb70ZWcz8CYUrqrP0jlgr8vPYen/HlU=,4,24,male,9,20110319,20170912
2528,5145,12019,BsrTHnqHjb8/7A9dqJTlh9BWk/nQ21KVX4fhuOpPjWI=,6,23,female,3,20130911,20180406
2529,5148,12024,o0FtsUATmidwb0v3jdK8B55EmZmGiQoUalEnIlivrbk=,18,21,female,9,20101230,20171017
2530,5150,12029,pNBG113h8dzrVtum81QUAenxOAfYUap/2TLzxbdcbqs=,13,21,male,9,20111126,20171121
2531,5153,12040,6IDhIFarUB3yIdyDOf02kNprX4bWJ3CLDsjmUUlmNSw=,17,26,male,3,20150214,20170203
2532,5154,12047,nr+2xc++4NxV2sOXm4JSmfgqMqZVZ0CJw/smIYmkUUM=,9,25,male,9,20161014,20171016
2533,5157,12053,Ir9j+K/JmZJ9elqnI9vPeWzTC9teYGcY3mjcbssEdOg=,6,24,female,9,20080817,20171002
2534,5158,12064,fqgbWOiPN+VfuRoVS1cEE1CFZHS8wQGICM/yVMHV2Ns=,22,20,female,9,20150821,20171123
2535,5159,12065,hp6qiV283fUObQsFbaDo1WN82XYlHnSuyC+sJ52sh0U=,15,20,male,9,20141108,20170501
2536,5165,12082,LKFrSX4HYFtuZGXIvlQX6IXF3Xz/raG888xev+GdMUk=,11,25,female,3,20130625,20171025
2538,5170,12097,FmWnSLgu22rxlHRp6qrO7zEfVvZ/JpcX6OudSjCQVQ0=,12,20,male,3,20150906,20170608
2539,5171,12098,7I49Np5/Q6Kas3MNfSW2tXXyXyGONZPacEbzAFCJNB8=,13,19,female,9,20090228,20171120
2540,5172,12099,m4fbQVqiJDaGUjdgyL4v+ed+C1RPXwMA8lXqb8C6Vkw=,6,22,female,3,20131015,20180213
2541,5174,12107,X3oAjSuv5phEmuXFWra6e5Feeup91SQR4VSzshCeu+Y=,13,24,female,9,20080201,20171005
2542,5175,12109,2Mt6dF9FkhXSzteBOwiIo6/FLCKHtv5rispfRYcQbac=,22,26,male,9,20101217,20171002
2543,5180,12122,nFkMFyi23yYsdLXHmK/jXX4o9QT6ytO5qBQKJEO+bIc=,1,28,male,4,20160813,20170711
2544,5184,12135,OxDt8dQ/zpLDVwy1o3S8J8Kpf2Zt1nTLuszXpvcg05Q=,13,25,male,9,20051103,20170909
2546,5187,12142,POv09N/osT1wKzl75GHqsyhEBM0SuKSuoNWuFlj15is=,4,28,male,9,20140518,20180226
2547,5188,12143,MRvAkSjCoRKtNW/hKz4f0s1JenxRvHIkf9Ld8A2EMsc=,5,21,male,3,20130119,20180430
2548,5189,12148,BMEVWSlBTDJ/QvdBhMGR76dAieNUsFFDLn+CpYkzoj4=,5,25,male,9,20120110,20170921
2549,5192,12153,tmhxJ+YR44E76PKw/Cycc2aBAYSeJzQVBinvNL/kq/o=,11,27,male,9,20110619,20171002
2550,5197,12162,puCqiGCjLns0N7IX5UnBO7XXbwROi8LSJGtFXE5Kyfg=,22,28,female,7,20130923,20171008
2551,5198,12163,gi3MgT8zN/LKnWVLn+TF7GFK7DYnZGm1hAuqwEJOB10=,13,26,female,9,20131015,20171214
2552,5199,12164,cRauuzvPRtxm153w1d5Qvxh/SVos6YpSAX2UIlTRlvE=,5,25,male,7,20130317,20170930
2553,5200,12166,lc6GIzgfjcmmftG+V234OGQmqYUDcWxzmkdT0w3axoU=,4,23,female,7,20131211,20171228
2555,5205,12173,ktVEBfgcLq5znzcMY8G7yJyJPP1TfnCeqstvN02eyJM=,11,28,male,7,20130128,20170917
2556,5206,12174,7ey6CuRaiz6eUotZCIEeS6MXwOfxfOB74F4DTNq9/ng=,4,20,male,3,20140429,20170809
2557,5208,12180,lBFt1v9XXYrZZkRgT45tZH4Dx0VPgQK9iFfd4vyguU0=,13,28,male,9,20140523,20171024
2558,5210,12184,rT3QKi0e3th/xui5K9gNSV+WtOh0mJeVUgrnNQBM5vE=,15,24,male,9,20160914,20170909
2559,5211,12185,kgUPgctmB86ckIJhzfPeLeVfgjmgTlY+D8JA2sRNIOE=,4,24,male,4,20161211,20170627
2560,5212,12188,QMzGBEFNm2x3D+Mv4ZkpOD9qRt0gVQYycKdMsUn0MII=,1,24,female,4,20161004,20161016
2561,5214,12193,jU7EPIDvP8a/hyShisCacL7/tX8FAaeEeuJVSTsm9wI=,15,28,female,9,20081206,20171011
2563,5218,12213,JuMEFbUbkP8mW+8+SZsQlyMf4vx8HJxVziq+8C5yim8=,22,26,female,9,20150218,20170927
2564,5222,12225,ySkKKZWFRqGLrjcv4DWBRty7a/cdVI42jA3D4QnMEcs=,1,28,male,9,20160123,20160126
2565,5223,12226,XK8MM0JFsm7IPQJCS4/ZETwmFtQlanNOujNtVAaELi0=,11,24,female,9,20080330,20171028
2566,5226,12231,UgtdVjsc0qkP/MfSiqNBzY2YLHFOFZMt/Qt5X0vyENs=,5,22,male,4,20161204,20161208
2567,5227,12236,x7tY3BIIcm5/HUVseic6BiofeREndfnZe5QGIjAs2Ko=,12,21,male,3,20120919,20170518
2568,5228,12238,40y8DG2ccKHy4SXHy2NaNDlR0+/+SN1qZwxkZa3a9ko=,13,22,male,4,20160625,20170927
2569,5230,12243,PWbfYlougB5m1xO8SPVKfwZDN0w53FztNgBmZHl87vo=,8,26,male,4,20151227,20170926
2570,5231,12247,o3AjxF4u9FkOZ1noorDCF2k5viLKVJRO8V6Cnl4+W+4=,8,25,female,3,20150223,20171002
2571,5238,12264,6zWxXS3mE2XhBAlkydFarIUnvZ86eRgN972wLeSsQ04=,13,27,female,9,20121021,20180303
2572,5239,12265,c8lHC1VAJsnNF26She8negKObZ3Ts2d8t7uMqEnhlrk=,6,25,male,9,20060311,20170930
2575,5245,12276,arypfCIsdesCiUPZAQsteGsgeFmwMkEmKhayxj6gSRA=,12,21,female,9,20101218,20161230
2576,5246,12278,0nirGqt6eqgJYwvhLPg7K2wAYydB5oNKspI8Hq6Mk34=,4,18,male,4,20161020,20170812
2577,5247,12286,1bkc+5RyEi6sE0oSp3HSfcRZXcT/xA//0G2NT3ZsxkQ=,13,19,male,9,20150904,20170705
2578,5248,12287,iZAcF901TE/pdrOiHw1iLH7d3GOJkgXNByTmFtkaMBw=,22,23,male,9,20140129,20170919
2579,5250,12298,kYinmV3cVm4K+qRA5XDUfIwSBxHmnONVRO3VIzvJbtw=,13,26,male,3,20151115,20170923
2580,5251,12300,TdUpf3Jej77IwY8J30FhW30WO6KIWbYci2phGnnbSY4=,12,27,male,9,20070428,20180522
2581,5253,12304,ZY1hQhZXLzaim+3HU/0Uuo+mPMJ7UAnpfAmUVNcWQNE=,17,22,female,9,20120612,20160604
2582,5255,12308,z3GLhn6vZtMsFVjLi0HJKoDaMkVLEdJAUzvP7PfkmcI=,22,27,female,9,20150131,20171007
2583,5257,12311,qf1AFXIE3jQgsv+yIrvnXZESKdQeGzuusHXLb/O+IfY=,9,22,male,9,20101120,20170930
2584,5260,12316,XIt5Uc81YZ44PoSRP8PdRD6KZUx77X3+5yXlh+whOBQ=,15,20,male,3,20120526,20170926
2585,5263,12320,MPSeXDxxBCU3x2783i5KGLJIZ07m1FN56qCzQdq93lg=,15,22,male,3,20120523,20170930
2589,5271,12341,oAgJlZU1OKRgghfMzxKCd2JuQ58NOEl9xUJLhEiob6Y=,4,19,female,9,20140526,20171028
